It took 23.9388029575 seconds to calculate the Mandelbrot graph.
It took 0.235138893127 seconds to dump the image.
         558867 function calls (553552 primitive calls) in 24.738 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
       61    0.000    0.000    0.000    0.000 font_manager.py:905(set_file)
        1    0.000    0.000    0.000    0.000 bezier.py:152(BezierSegment)
        1    0.000    0.000    0.000    0.000 polynomial.py:1005(poly1d)
       24    0.000    0.000    0.000    0.000 UserDict.py:103(__contains__)
        2    0.000    0.000    0.000    0.000 {_ssl.txt2obj}
       11    0.000    0.000    0.000    0.000 __init__.py:1353(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 figure.py:1792(_set_artist_props)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3792(__init__)
       36    0.000    0.000    0.000    0.000 markers.py:285(get_alt_path)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        1    0.000    0.000    0.000    0.000 figure.py:525(set_constrained_layout)
        3    0.000    0.000    0.000    0.000 figure.py:460(_get_axes)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:116(bubble)
        2    0.000    0.000    0.000    0.000 artist.py:901(set_label)
       46    0.000    0.000    0.000    0.000 {numpy.geterrobj}
       18    0.000    0.000    0.000    0.000 {next}
       16    0.000    0.000    0.000    0.000 ticker.py:525(set_useOffset)
       36    0.000    0.000    0.000    0.000 text.py:761(get_color)
       36    0.000    0.000    0.000    0.000 {math.sin}
        4    0.000    0.000    0.000    0.000 axis.py:962(_set_artist_props)
        1    0.000    0.000    0.000    0.000 transforms.py:258(BboxBase)
        1    0.000    0.000    0.000    0.000 figure.py:1023(_make_key)
        1    0.000    0.000    0.000    0.000 offsetbox.py:142(OffsetBox)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:903(validate_webagg_address)
        6    0.000    0.000    0.000    0.000 {numpy.min_scalar_type}
       50    0.000    0.000    0.000    0.000 backend_bases.py:1120(set_url)
        1    0.000    0.000    0.000    0.000 cm.py:383(changed)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:338(sci)
       86    0.000    0.000    0.000    0.000 backend_bases.py:890(restore)
        1    0.000    0.000    0.000    0.000 image.py:256(set_alpha)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:511(validate_ps_distiller)
       62    0.000    0.000    0.000    0.000 {operator.index}
        1    0.000    0.000    0.000    0.000 patches.py:1498(Circle)
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        6    0.000    0.000    0.000    0.000 scale.py:556(get_scale_names)
        1    0.000    0.000    0.000    0.000 re.py:290(filter)
       36    0.000    0.000    0.000    0.000 text.py:580(get_wrap)
        4    0.000    0.000    0.000    0.000 linalg.py:116(_makearray)
       36    0.000    0.000    0.000    0.000 lines.py:867(get_drawstyle)
       16    0.000    0.000    0.000    0.000 functools_lru_cache.py:21(<genexpr>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:344(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:242(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 collections.py:1007(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1578(CircleCollection)
        4    0.000    0.000    0.000    0.000 rcsetup.py:590(validate_hinting)
        1    0.000    0.000    0.000    0.000 patches.py:1407(CirclePolygon)
        1    0.000    0.000    0.000    0.000 legend_handler.py:557(__init__)
       75    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        4    0.000    0.000    0.000    0.000 axis.py:764(get_transform)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3217(charsAsStr)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4222(<genexpr>)
       36    0.000    0.000    0.000    0.000 {math.cos}
       42    0.000    0.000    0.000    0.000 markers.py:294(_set_nothing)
        5    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
        4    0.000    0.000    0.000    0.000 transforms.py:1710(_set)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        2    0.000    0.000    0.000    0.000 _abcoll.py:63(__subclasshook__)
       36    0.000    0.000    0.000    0.000 lines.py:592(get_markevery)
        8    0.000    0.000    0.000    0.000 transforms.py:296(x0)
       10    0.000    0.000    0.000    0.000 __init__.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
       33    0.000    0.000    0.000    0.000 __init__.py:382(process)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 patches.py:1879(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 win.py:8(<module>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 threading.py:631(Thread)
       26    0.000    0.000    0.000    0.000 collections.py:90(__iter__)
       10    0.000    0.000    0.000    0.000 collections.py:133(itervalues)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2819(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 gridspec.py:175(__init__)
        4    0.000    0.000    0.000    0.000 _base.py:3178(get_xscale)
        8    0.000    0.000    0.000    0.000 ticker.py:1466(raise_if_exceeds)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        8    0.000    0.000    0.000    0.000 axis.py:1408(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 quiver.py:892(Barbs)
       17    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
       13    0.000    0.000    0.000    0.000 {delattr}
        7    0.000    0.000    0.000    0.000 __init__.py:1162(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numeric.py:3069(_setdef)
        1    0.000    0.000    0.000    0.000 case.py:178(__init__)
        4    0.000    0.000    0.000    0.000 scale.py:82(get_transform)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
       15    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 collections.py:1743(TriMesh)
        1    0.000    0.000    0.000    0.000 __init__.py:910(RingBuffer)
       11    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:427(size)
        6    0.000    0.000    0.000    0.000 patches.py:457(set_joinstyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1368(use)
        1    0.000    0.000    0.000    0.000 ticker.py:489(ScalarFormatter)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5733(tokenMap)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
       36    0.000    0.000    0.000    0.000 markers.py:244(get_joinstyle)
       27    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 mathtext.py:3222(MathTextParser)
        1    0.000    0.000    0.000    0.000 collections.py:865(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 __init__.py:1400(__init__)
        5    0.000    0.000    0.000    0.000 fractions.py:280(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 figure.py:1042(fixlist)
        1    0.000    0.000    0.000    0.000 transforms.py:815(null)
       14    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:653(_addHandlerRef)
       36    0.000    0.000    0.000    0.000 markers.py:247(get_capstyle)
       56    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        8    0.000    0.000    0.000    0.000 ticker.py:1599(__call__)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6669(<genexpr>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        4    0.000    0.000    0.000    0.000 transforms.py:341(p1)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3796(parseImpl)
        1    0.000    0.000    0.000    0.000 laguerre.py:1769(Laguerre)
       11    0.000    0.000    0.000    0.000 pyparsing.py:646(__iter__)
       12    0.000    0.000    0.000    0.000 __init__.py:1498(clean)
        8    0.000    0.000    0.000    0.000 text.py:789(get_size)
        2    0.000    0.000    0.000    0.000 _abcoll.py:83(__subclasshook__)
        8    0.000    0.000    0.000    0.000 image.py:133(<genexpr>)
       40    0.000    0.000    0.000    0.000 artist.py:704(get_alpha)
        2    0.000    0.000    0.000    0.000 transforms.py:1666(_init)
        1    0.000    0.000    0.000    0.000 container.py:10(Container)
       11    0.000    0.000    0.000    0.000 UserDict.py:35(__getitem__)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        2    0.000    0.000    0.000    0.000 __init__.py:1213(push)
      103    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:106(get_projection_names)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 hermite.py:1819(Hermite)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        4    0.000    0.000    0.000    0.000 figure.py:83(as_list)
        1    0.000    0.000    0.000    0.000 _backports.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
       11    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 offsetbox.py:573(DrawingArea)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2118(Chebyshev)
        6    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:3336(get_ybound)
        3    0.000    0.000    0.000    0.000 __init__.py:1434(get_backend)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
       17    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
       15    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       28    0.000    0.000    0.000    0.000 axis.py:172(<dictcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 ssl.py:512(SSLSocket)
       10    0.000    0.000    0.000    0.000 transforms.py:305(y0)
       25    0.000    0.000    0.000    0.000 {sys.exc_info}
        2    0.000    0.000    0.000    0.000 {_warnings.warn}
        1    0.000    0.000    0.000    0.000 httplib.py:710(HTTPConnection)
        2    0.000    0.000    0.000    0.000 transforms.py:2186(__init__)
        3    0.000    0.000    0.000    0.000 pyplot.py:580(gcf)
        3    0.000    0.000    0.000    0.000 artist.py:637(set_clip_box)
        1    0.000    0.000    0.000    0.000 offsetbox.py:976(AnchoredOffsetbox)
       16    0.000    0.000    0.000    0.000 {divmod}
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
       18    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        7    0.000    0.000    0.000    0.000 patches.py:255(set_antialiased)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
       62    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:31(get_projection_names)
        1    0.000    0.000    0.000    0.000 posixpath.py:97(splitext)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1571(set_string_function)
        1    0.000    0.000    0.000    0.000 _base.py:1393(set_adjustable)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 <string>:1(Page)
        4    0.000    0.000    0.000    0.000 rcsetup.py:872(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5191(__init__)
        1    0.000    0.000    0.000    0.000 image.py:1151(FigureImage)
        1    0.000    0.000    0.000    0.000 __init__.py:1238(bubble)
        1    0.000    0.000    0.000    0.000 geo.py:246(_GeoTransform)
        1    0.000    0.000    0.000    0.000 sre_parse.py:850(expand_template)
        6    0.000    0.000    0.000    0.000 weakref.py:400(__contains__)
        1    0.000    0.000    0.000    0.000 _internal.py:251(_ctypes)
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 axis.py:531(YTick)
        1    0.000    0.000    0.000    0.000 csv.py:127(DictWriter)
        2    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        1    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
       36    0.000    0.000    0.000    0.000 markers.py:291(get_snap_threshold)
        1    0.000    0.000    0.000    0.000 ssl.py:493(_get_https_context_factory)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        4    0.000    0.000    0.000    0.000 rcsetup.py:494(update_savefig_format)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolQuit)
       36    0.000    0.000    0.000    0.000 backend_bases.py:766(flipy)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:614(validate_bbox)
        1    0.000    0.000    0.000    0.000 collections.py:1813(QuadMesh)
       46    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        6    0.000    0.000    0.000    0.000 core.py:1821(_check_mask_axis)
        1    0.000    0.000    0.000    0.000 colors.py:422(Colormap)
        1    0.000    0.000    0.000    0.000 <string>:1(Text)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
       33    0.000    0.000    0.000    0.000 cm.py:28(_reverser)
        1    0.000    0.000    0.000    0.000 subprocess32.py:56(CalledProcessError)
        5    0.000    0.000    0.000    0.000 transforms.py:409(width)
       36    0.000    0.000    0.000    0.000 markers.py:279(get_path)
        7    0.000    0.000    0.000    0.000 rrule.py:69(__init__)
        1    0.000    0.000    0.000    0.000 font_manager.py:611(FontProperties)
        1    0.000    0.000    0.000    0.000 gridspec.py:138(__getitem__)
       13    0.000    0.000    0.000    0.000 _internal.py:854(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3745(__init__)
        1    0.000    0.000    0.000    0.000 table.py:153(CustomCell)
        4    0.000    0.000    0.000    0.000 _base.py:3498(get_yscale)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
       11    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:1956(RectangleSelector)
       23    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 <string>:1(Font)
        2    0.000    0.000    0.000    0.000 figure.py:1472(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 backend_tools.py:34(ToolBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2604(BboxTransform)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2840(Literal)
        1    0.000    0.000    0.000    0.000 {numpy.unravel_index}
        1    0.000    0.000    0.000    0.000 backend_bases.py:243(RendererBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:444(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:2087(get_minpos)
        1    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        8    0.000    0.000    0.000    0.000 ticker.py:293(set_locs)
        4    0.000    0.000    0.000    0.000 rcsetup.py:627(validate_sketch)
        1    0.000    0.000    0.000    0.000 __init__.py:316(__init__)
        6    0.000    0.000    0.000    0.000 weakref.py:368(__setitem__)
        1    0.000    0.000    0.000    0.000 afm.py:329(AFM)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:593(get_fignums)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
        8    0.000    0.000    0.000    0.000 axis.py:767(get_scale)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1305(addHandler)
        1    0.000    0.000    0.000    0.000 contour.py:739(ContourSet)
        8    0.000    0.000    0.000    0.000 mathtext.py:1860(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3606(__str__)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:33(FancyGetopt)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6255(MaskedConstant)
        1    0.000    0.000    0.000    0.000 axis.py:1764(XAxis)
        1    0.000    0.000    0.000    0.000 transforms.py:1819(Affine2DBase)
       18    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(_XYPair)
       15    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3778(__init__)
        4    0.000    0.000    0.000    0.000 linalg.py:111(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 backend_tools.py:829(ToolZoom)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6699(unicode_set)
        8    0.000    0.000    0.000    0.000 linalg.py:121(isComplexType)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.000    0.000 transforms.py:1109(LockableBbox)
        1    0.000    0.000    0.000    0.000 urllib.py:616(FancyURLopener)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(CacheInfo)
        1    0.000    0.000    0.000    0.000 image.py:896(NonUniformImage)
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
        2    0.000    0.000    0.000    0.000 {numpy.core._multiarray_umath.set_string_function}
        2    0.000    0.000    0.000    0.000 figure.py:1004(set_frameon)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        1    0.000    0.000    0.000    0.000 {posix.mkdir}
        1    0.000    0.000    0.000    0.000 backend_tools.py:25(Cursors)
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:41(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:554(set_constrained_layout_pads)
        1    0.000    0.000    0.000    0.000 __init__.py:1176(Stack)
        1    0.000    0.000    0.000    0.000 urllib2.py:224(Request)
        1    0.000    0.000    0.000    0.000 <string>:1(Box)
        2    0.000    0.000    0.000    0.000 __init__.py:971(__iter__)
        9    0.000    0.000    0.000    0.000 rcsetup.py:301(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2173(BlendedGenericTransform)
        3    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        1    0.000    0.000    0.000    0.000 random.py:657(WichmannHill)
        4    0.000    0.000    0.000    0.000 core.py:3180(_scalar_heuristic)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 colors.py:877(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:91(get)
        1    0.000    0.000    0.000    0.000 ticker.py:1792(MaxNLocator)
       12    0.000    0.000    0.000    0.000 backend_bases.py:1056(set_dashes)
       24    0.000    0.000    0.000    0.000 dviread.py:133(_dispatch)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1441(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:82(split)
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 core.py:281(_scalar_fill_value)
        1    0.000    0.000    0.000    0.000 streamplot.py:243(DomainMap)
       11    0.000    0.000    0.000    0.000 _color_data.py:34(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
       33    0.000    0.000    0.000    0.000 pyparsing.py:4229(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:663(Handler)
        2    0.000    0.000    0.000    0.000 {_socket.inet_aton}
        1    0.000    0.000    0.000    0.000 mathtext.py:92(MathtextBackend)
        6    0.000    0.000    0.000    0.000 patches.py:474(set_hatch)
        1    0.000    0.000    0.000    0.000 case.py:1019(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        4    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 triangulation.py:11(Triangulation)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        5    0.000    0.000    0.000    0.000 transforms.py:418(height)
        4    0.000    0.000    0.000    0.000 __init__.py:398(_wrap)
        1    0.000    0.000    0.000    0.000 rrule.py:1416(_rrulestr)
        4    0.000    0.000    0.000    0.000 transforms.py:2488(transform_path_non_affine)
        5    0.000    0.000    0.000    0.000 collections.py:138(iteritems)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
       16    0.000    0.000    0.000    0.000 {numpy.core._multiarray_umath.normalize_axis_index}
       23    0.000    0.000    0.000    0.000 overrides.py:179(array_function_from_dispatcher)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1243(TextWithDash)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 colors.py:1536(LightSource)
        8    0.000    0.000    0.000    0.000 ticker.py:1602(tick_values)
        1    0.000    0.000    0.000    0.000 subprocess32.py:350(CompletedProcess)
        1    0.000    0.000    0.000    0.000 random.py:807(SystemRandom)
        1    0.000    0.000    0.000    0.000 transforms.py:1639(TransformWrapper)
       11    0.000    0.000    0.000    0.000 rcsetup.py:644(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:508(__init__)
        1    0.000    0.000    0.000    0.000 image.py:692(set_interpolation)
       16    0.000    0.000    0.000    0.000 ticker.py:549(set_useMathText)
       12    0.000    0.000    0.000    0.000 spines.py:155(get_path)
        1    0.000    0.000    0.000    0.000 _internal.py:219(_getintp_ctype)
       17    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:2386(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 backend_agg.py:405(FigureCanvasAgg)
        5    0.000    0.000    0.000    0.000 rcsetup.py:579(validate_svg_fonttype)
       18    0.000    0.000    0.000    0.000 text.py:259(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        4    0.000    0.000    0.000    0.000 linalg.py:203(_assertRankAtLeast2)
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 ticker.py:1614(LinearLocator)
        1    0.000    0.000    0.000    0.000 figure.py:79(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:2466(get_minpos)
       38    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 transforms.py:2723(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:2134(YAxis)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:1760(AffineBase)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3590(parseImpl)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:92(rrulebase)
       20    0.000    0.000    0.000    0.000 sre_parse.py:217(tell)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:297(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 colors.py:1074(SymLogNorm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3620(White)
        1    0.000    0.000    0.000    0.000 widgets.py:1454(_SelectorWidget)
       13    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 cm.py:140(get_cmap)
        1    0.000    0.000    0.000    0.000 colors.py:581(_set_extremes)
        2    0.000    0.000    0.000    0.000 pyparsing.py:841(__getattr__)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 offsetbox.py:490(PaddedBox)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 backend_tools.py:539(ToolYScale)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:38(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 offsetbox.py:289(PackerBase)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:2022(suppress_warnings)
        1    0.000    0.000    0.000    0.000 backend_tools.py:559(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 cm.py:171(ScalarMappable)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        2    0.000    0.000    0.000    0.000 __init__.py:1495(__contains__)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        2    0.000    0.000    0.000    0.000 transforms.py:2442(__eq__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:765(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 textpath.py:27(TextToPath)
        1    0.000    0.000    0.000    0.000 _datasource.py:627(Repository)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
